id,name,address,symbol,url,description,chain,logo,audits,audit_note,gecko_id,cmcId,category,chains,module,twitter,audit_links,oracles,slug,tvl,chainTvls,change_1h,change_1d,change_7d,staking,fdv,mcap,forkedFrom,listedAt,pool2,audit
243,Flamincome,0x57dD84042ec9507963016596A34EdaD42F7e4CCE ,FLAG,https://flamincome.finance,Yield aggregator for flamingo finance,Ethereum,https://icons.llama.fi/flamincome.png,2,,,,Yield,['Ethereum'],flamincome.js,flamincome,['https://github.com/flamincome/audits'],,flamincome,102372955.008,{'Ethereum': 102372955.008},-0.21353545097521476,-4.901649529575948,-4.899035248562285,,,,,,,
207,Unslashed,0xe0e05c43c097b0982db6c9d626c4eb9e95c3b9ce,USF,https://unslashed.finance/,Decentralized insurance for major DeFi protocols,Ethereum,https://icons.llama.fi/unslashed.jpg,2,,unslashed-finance,8896,Insurance,['Ethereum'],unslashed.js,UnslashedF,['https://documentation.unslashed.finance/risks-and-security/audits'],,unslashed,102191751.68089527,{'Ethereum': 102191751.68089527},-0.376547184798639,-7.148303262975347,-4.80957582467218,,64207241.0,6120178.0,,,,
233,Metronome,0xa3d58c4e56fedcae3a7c43a725aee9a71f0ece4e,MET,https://metronome.io/,"Metronome is the world’s first autonomous cryptocurrency.
",Ethereum,https://icons.llama.fi/metronome.jpg,2,,metronome,2873,Assets,['Ethereum'],metronome/index.js,MET_Token,['https://github.com/autonomoussoftware/metronome-audits'],,metronome,101324765.21210463,{'Ethereum': 101324765.21210463},0.0,-4.181510796055804,-2.55555804301936,,,66528217.0,,,,
503,Lyra,-,-,https://www.lyra.finance,The first complete decentralized options protocol built on Ethereum,Optimism,https://icons.llama.fi/lyra.jpg,2,,,,Options,"['Optimism', 'Ethereum']",lyra/index.js,lyrafinance,['https://github.com/lyra-finance/lyra-protocol/tree/master/audits/v1'],['Chainlink'],lyra,101140712.5134487,"{'Optimism': 58168453.9038857, 'Ethereum': 42972258.609563}",-0.05860814956102445,1.6747539829284648,10.959144430618167,,,,,,,
693,Superfluid,,-,https://www.superfluid.finance/home,"Programmable Cashflows. Handle subscriptions, salaries, rewards and any composable stream of value, with continuous settlement and per-second netting for extreme capital efficiency.",Multi-Chain,https://icons.llama.fi/superfluid.png,2,,,,MoneyStream,"['xDai', 'Polygon']",superfluid.js,Superfluid_HQ,['https://github.com/superfluid-finance/protocol-monorepo/blob/dev/packages/ethereum-contracts/audits/PeckShield-Audit-Report-Superfluid-v1.0.pdf'],,superfluid,99622020.22540057,"{'xDai': 48006864.104045466, 'Polygon': 51615156.121355094}",0.2137764334098904,2.6407650624600194,,,,,,1634846846.0,,
161,BoringDAO,0x3c9d6c1c73b31c837832c72e04d3152f051fc1a9,BOR,https://www.boringdao.com/,"BoringDAO is a decentralized bridge that connects all blockchain assets, we offer users a safe way to maximize their utilization rate of crypto assets.",Ethereum,https://icons.llama.fi/boringdao.jpg,2,,boringdao,7509,Minting,['Ethereum'],boringdao.js,TheBoringDAO,['https://github.com/BoringDAO/boringDAO-contract/blob/master/peckshield-audit-report-boringdao-v1.0rc.pdf'],['Chainlink'],boringdao,98986919.35999998,{'Ethereum': 98986919.35999998},-0.25461925847598366,-3.8482618477307824,4.944953295541367,,185309443.0,90831349.0,,,,
239,PoolTogether,0x0cec1a9154ff802e7934fc916ed7ca50bde6844e,POOL,https://pooltogether.com/,PoolTogetheris an open source and decentralized protocol for no-loss prize games,Multi-Chain,https://icons.llama.fi/pooltogether.jpg,2,,pooltogether,8508,Others,"['Binance', 'Ethereum', 'Polygon', 'Celo']",pooltogether/index.js,PoolTogether_,['https://docs.pooltogether.com/security/audits-and-testing'],['Chainlink'],pooltogether,97958405.7620266,"{'Binance': 37511.988658820796, 'Ethereum': 79750064.1377086, 'Polygon': 15307845.011689, 'Celo': 2862984.623970174}",0.3602039293512149,-2.3143244883824963,-11.29692971003115,,84971808.0,23908808.0,,,,
149,B.Protocol,0xbbBBBBB5AA847A2003fbC6b5C16DF0Bd1E725f61,BPRO,https://www.bprotocol.org/,B.Protocol makes lending platforms more secure by eliminating the gas wars and shifting the miner’s profit to the users.,Ethereum,https://icons.llama.fi/b.protocol.jpg,2,,b-protocol,,Lending,['Ethereum'],bprotocol/index.js,bprotocoleth,['https://app.bprotocol.org/risk'],['Chainlink'],b.protocol,97903386.37058564,{'Ethereum': 97903386.37058564},-0.2584477729724881,-0.9606762621054941,1.9572857865944826,,114381910.0,28842808.0,,,,
704,Chainge Finance,fusion:0xed0294dbd2a0e52a09c3f38a09f6e03de2c44fcf,CHNG,https://www.chainge.finance,Chainge is a DeFi app running on the Fusion blockchain that empowers people from all corners of the world to become their own digital bank,Multi-Chain,https://icons.llama.fi/chainge-finance.png,2,,chainge-finance,9071,Dexes,['Fusion'],chainge.js,FinanceChainge,['https://www.certik.org/projects/chaingefinance'],,chainge-finance,92664295.66639113,{'Fusion': 92664295.66639113},-0.29330927679471586,,1.3571293062310446,,,10022963.0,['Uniswap'],1635106127.0,,
252,Secret Bridge,-,-,https://scrt.network/,"Bridge to port assets from the Secret Network onto Ethereum
",Secret,https://icons.llama.fi/secret-network.jpg,0,,,,Assets,['Secret'],scrt.js,SecretNetwork,,,secret-bridge,92230135.12224366,{'Secret': 92230135.12224366},-0.27027475969488535,-6.151156967143351,-8.313940179073427,,,,,,,
245,Secret Network,-,SCRT,https://scrt.network/,"Secret is the native coin of the Secret Network, a decentralized network for private / secure computation.",Secret,https://icons.llama.fi/secret-network.jpg,0,,secret,5604,Chain,['Secret'],scrt.js,SecretNetwork,,,secret-network,92125775.50404993,{'Secret': 92125775.50404993},-0.38312026333477434,-6.257348174755165,-8.528565647060944,,,984075677.0,,,,
394,Reaper Farm,-,-,https://www.reaper.farm,"Rapid auto-compounder on the Fantom network. Reap your favorites while you sleep; backed by industry leading analytics, fresh UI, and a dedicated team.",Fantom,https://icons.llama.fi/reaper-farm.jpg,2,,,,Yield,['Fantom'],reaper.farm/index.js,Reaper_Farm,['https://solidity.finance/audits/ReaperFarm'],,reaper-farm,90527310.41736801,{'Fantom': 90527310.41736801},0.12675724672087085,-2.8998755879047167,28.191557603988855,,,,,,,
745,Atlantis Loans,bsc:0x1fd991fb6c3102873ba68a4e6e6a87b3a5c10271,ATL,https://atlantis.loans,Atlantis is a decentralised money market that enables users to borrow and supply digital assets to the protocol within a non-custodial environment directly within the Binance Smart Chain,Binance,https://icons.llama.fi/atlantis-loans.png,0,,atlantis-loans,13121,Lending,['Binance'],atlantisloans/index.js,atlantis_loans,,,atlantis-loans,90010819.6931173,"{'Binance': 90010819.6931173, 'Binance-staking': 2712162.8858524724, 'pool2': 1623066.60865577, 'Binance-pool2': 1623066.60865577, 'staking': 2712162.8858524724}",-0.005708827028286123,-4.566576347668587,-58.45136293645889,2712162.8858524724,,6495572.0,,1635820333.0,1623066.60865577,
524,Ramp,0x33d0568941c0c64ff7e0fb4fba0b11bd37deed9f,RAMP,https://www.rampdefi.com,RAMP is an optimized lending platform that gives users the highest deposit yields and lowest borrowing fees on collateral assets across multiple blockchains.,Multi-Chain,https://icons.llama.fi/ramp.png,2,,ramp,7463,Lending,"['Binance', 'Ethereum', 'Polygon']",ramp/index.js,RampDefi,['https://github.com/RAMP-DEFI/Security-Audits'],['Chainlink'],ramp,89044065.00059856,"{'Binance': 59412675.69773404, 'Ethereum': 6875255.681747826, 'Polygon': 23294533.89241514}",-0.6902653189147543,-8.02650655176565,-9.234164033956503,,309371065.0,115960235.0,,,,
546,Omm,icon:cx1a29259a59f463a67bb2ef84398b30ca56b5830a,OMM,https://omm.finance,"Omm is the money market made for everyone. Supply assets to earn interest, borrow assets for short-term loans, and earn OMM for doing so.",Icon,https://icons.llama.fi/omm.png,2,,omm-tokens,11548,Lending,['Icon'],omm/index.js,ommfinance,['https://docs.omm.finance/security'],['Band'],omm,88860682.74,{'Icon': 88860682.74},-1.5610339058535772,-8.415318218560742,-21.344216867595875,,,0.0,,,,
449,QiDao,polygon:0x580a84c73811e1839f75d86d75d88cca0c241ff4,QI,https://app.mai.finance,"QiDao is a way for you to keep your crypto and still be able to spend its value. That means you're able to borrow stablecoins without having to sell your crypto assets, and do so at 0% interest!",Multi-Chain,https://icons.llama.fi/qidao.jpg,2,,qi-dao,10237,Lending,"['Avalanche', 'Polygon', 'Fantom']",qidao/index.js,QiDaoProtocol,['https://docs.mai.finance/risks/security#has-the-project-been-audited'],,qidao,87331966.5704923,"{'Avalanche': 2261978.0422360753, 'Polygon': 74462090.1939261, 'Fantom': 10607898.334330129}",0.1225575954407816,-5.86862068039828,-9.186365355600799,,83444344.0,13938181.0,,,,
134,Pickle,0x429881672B9AE42b8EbA0E26cD9C73711b891Ca5,PICKLE,https://pickle.finance/,"The Pickle protocol uses farming incentives, vaults, and governance to bring stablecoins closer to their pegs.",Multi-Chain,https://icons.llama.fi/pickle.jpg,3,,pickle-finance,7022,Yield,"['Ethereum', 'Polygon', 'Arbitrum']",pickle/index.js,picklefinance,['https://docs.pickle.finance/faqs/security'],,pickle,86655142.38444966,"{'Ethereum': 67957525.96946293, 'Polygon': 5776127.777575611, 'Arbitrum': 12921488.637411118}",-0.014785997064336698,-5.696283865430402,-9.637088694473988,,16614155.0,7486600.0,,,,
845,Axial,avax:0xcF8419A615c57511807236751c0AF38Db4ba3351,AXIAL,https://www.axial.exchange,"Axial is creating the new center for liquidity on Avalanche. It is an implementation of the Stableswap mechanism and decentralized governance. As the centerpiece for liquidity of value-pegged assets, bridged and native assets will have a home and route throughout the Avalanche ecosystem. Axial was launched in November of 2021, and is one of many projects originating from the Snowball DAO.",Avalanche,https://icons.llama.fi/axial.png,0,,,,Dexes,['Avalanche'],axial/index.js,AxialDeFi,,,axial,84766674.68560332,"{'pool2': 2220109.985705509, 'Avalanche': 84766674.68560332, 'Avalanche-pool2': 2220109.985705509}",0.15391653916923076,-6.478769685533706,73.74425678852623,,,,"['Saddle Finance', 'Trader Joe']",1637031735.0,2220109.985705509,
602,BakerySwap,bsc:0xe02df9e3e622debdd69fb838bb799e3f168902c5,BAKE,https://www.bakeryswap.org,BakerySwap is an automated market maker and the first curated NFT marketplace on Binance Smart Chain,Binance,https://icons.llama.fi/bakeryswap.jpg,2,,bakerytoken,7064,Dexes,['Binance'],bakeryswap/index.js,bakery_swap,['https://www.certik.org/projects/bakeryswap'],['Internal'],bakeryswap,84554113.03791302,"{'Binance': 84554113.03791302, 'Binance-staking': 60438812.22089128, 'staking': 60438812.22089128}",-0.344017444599757,-6.2687615656286795,-7.138268549184701,60438812.22089128,487670123.0,338553636.0,['Uniswap'],,,
493,Grim Finance,fantom:0x7ec94c4327dc757601b4273cd67014d7760be97e,GRIM,https://www.grim.finance,"Grim Finance is a Smart Yield Optimizer Platform that allows users to stake LP-Tokens issued from the AMM’s in Smart Grim Vaults, which automatically harvest and re-stake their rewards as LP-Tokens for a compounding effect. Helping users reap more rewards, hassle-free.",Fantom,https://icons.llama.fi/grim-finance.png,2,,grimtoken,11363,Yield,['Fantom'],grim/index.js,financegrim,['https://solidity.finance/audits/GrimVault/'],,grim-finance,82595154.71,{'Fantom': 82595154.71},-0.8939071097265838,-4.756319181955732,14.178717963321105,,6584990.0,6021272.0,,,,
183,Wing Finance,-,WING,https://wing.finance,"A Credit-based, cross-chain DeFi Platform.",Multi-Chain,https://icons.llama.fi/wing-finance.jpg,2,,wing-finance,7048,Lending,"['OKExChain', 'Ontology', 'Binance', 'Ethereum']",wing.js,Wing_Finance,['https://docs.wing.finance/#audits'],['Chainlink'],wing-finance,82094084.92455088,"{'OKExChain-staking': 69739.700262, 'OKExChain': 1191245.5812447825, 'Ontology': 72998488.47349699, 'Ontology-staking': 2712706.382168, 'Binance': 2355276.6324005085, 'Ethereum': 5398602.009050845, 'Binance-staking': 71227.579044, 'Ethereum-staking': 150551.365839, 'staking': 3004225.027313}",0.5182385261848879,-1.14778554473574,-2.6469716051605303,3004225.027313,97741709.0,41560565.0,,,,
348,FilDA,heco:0xe36ffd17b2661eb57144ceaef942d95295e637f0,FILDA,https://filda.io/,Lending market,Heco,https://icons.llama.fi/filda.jpg,3,,filda,8426,Lending,['Heco'],filda/index.js,FilDAFinance,"['https://www.slowmist.com/en/security-audit-certificate.html?id=c6eb91a0f506aac62c334eb909a37f95e236987d3b3089c9ff902e6c39f16389', 'https://docs.filda.io/zhong-wen/dong-tai-geng-xin/2021112-geng-xin-update#filda-passed-the-security-audit-of-knownsec']",['Chainlink'],filda,81521715.64383614,{'Heco': 81521715.64383614},0.14479727639309203,-4.114773797857367,3.0910294045227715,,33920412.0,8235680.0,,,,
758,Spartacus,fantom:0x5602df4a94eb6c680190accfa2a475621e0ddbdc,SPA,https://spartacus.finance/#/,Decentralized multi-chain reserve currency.,Fantom,https://icons.llama.fi/spartacus.jpg,0,,spartacus,13748,Assets,['Fantom'],spartacus/index.js,Spartacus_Fi,,,spartacus,80445539.0850689,"{'Fantom-staking': 75615744.18130976, 'staking': 75615744.18130976, 'Fantom': 80445539.0850689}",1.133169968810293,0.3611241878966496,99.9705600078436,75615744.18130976,26392230.0,26392230.0,['Olympus DAO'],1635966336.0,,
380,LendHub,heco:0x8f67854497218043e1f72908ffe38d0ed7f24721,LHB,https://www.lendhub.org,"LendHub is a decentralized lending platform based on the Huobi Ecological Chain. It supports pledged lending of multiple currencies on the Heco chain. Users can obtain incentive token LHB rewards by borrowing on LendHub. LHB will serve as the hub of the LendHub platform, and realize the mutual accommodation and value transfer between Huobi ecological assets through pledged lending that supports the mutual accommodation of assets on the Huobi ecological chain.",Heco,https://icons.llama.fi/lendhub.jpg,2,,lendhub,8427,Lending,['Heco'],lendhub/index.js,LendHubDefi,"['https://www.lendhub.org/report/LendHubAuditReport.pdf', 'https://www.lendhub.org/report/LendHubreport-020821.pdf', 'https://www.lendhub.org/report/LendHubAuditReport2.pdf']",['Chainlink'],lendhub,80401666.19812594,{'Heco': 80401666.19812594},-1.757799028713663,-5.631702765419448,-11.106296339440291,,,0.0,,,,
545,ApolloDAO,-,APOLLO,https://apollo.farm,A protocol that facilitates cost-efficient and secure auto-compounding returns,Terra,https://icons.llama.fi/apollodao.jpg,2,,,,Yield,['Terra'],apollodao/index.js,ApolloDAO,['https://github.com/oak-security/audit-reports/blob/master/Apollo/2021-08-18%20Audit%20Report%20-%20Apollo.pdf'],,apollodao,79720912.10277,{'Terra': 79720912.10277},0.08922793758250691,-2.0442962880190976,-19.51016248225372,,,,,,,
571,Aladdin DAO,0xb26C4B3Ca601136Daf98593feAeff9E0CA702a8D,ALD,https://www.aladdin.club,"AladdinDAO is a decentralized network to shift crypto investments from venture capitalists to wisdom of crowds through collective value discovery. At AladdinDAO, a group of world class experts in DeFi known as the AladdinDAO Boule identifies the most promising DeFi projects and enables AladdinDAO community members to enjoy the returns of their liquidity mining programs. As a result, the protocol will help to reduce information asymmetry and optimize asset allocations for the DeFi space overall.",Ethereum,https://icons.llama.fi/aladdin-dao.png,2,,aladdindao,10272,Yield,['Ethereum'],aladdin-dao/index.js,aladdindao,"['https://www.aladdin.club/audits/PeckShield-Audit-Report-AladdinDAO2-v1.0.pdf', 'https://www.certik.org/projects/aladdindao']",,aladdin-dao,78307615.03392166,{'Ethereum': 78307615.03392166},-0.15860361759318664,8.524888304860667,22.638514630153495,,,,['Yearn'],,,
127,Kyber,0xdd974d5c2e2928dea5f71b9825b8b646686bd200,KNC,https://kyber.network/,"Kyber Network is connecting the fragmented tokenized world by enabling instant and seamless transactions between platforms, ecosystems.",Multi-Chain,https://icons.llama.fi/kyber.png,,,kyber-network,404,Dexes,"['Binance', 'Ethereum', 'Polygon', 'Avalanche']",kyber/index.js,KyberNetwork,['https://chainsecurity.com/security-audit/kyber-network-dynamic-market-maker-dmm/'],"['Chainlink', 'Band']",kyber,77833961.64593819,"{'Binance': 7568481.871207458, 'Ethereum': 38033080.208541565, 'Polygon': 18052210.277741734, 'Avalanche': 14180189.288447423}",-0.22352967371710974,-2.8849458374909034,-31.21926552351475,,461361558.0,188534241.0,,,,
276,Stafi,0xef3A930e1FfFFAcd2fc13434aC81bD278B0ecC8d,FIS,https://www.stafi.io/,Liquid staking provider.,Ethereum,https://icons.llama.fi/stafi.jpg,0,,stafi,5882,Staking,"['Kusama', 'Binance', 'Ethereum', 'Polygon', 'Solana']",stafi/index.js,StaFi_Protocol,['https://github.com/stafiprotocol/stafi-bootstrap/tree/master/audits'],['Chainlink'],stafi,77699860.83385834,"{'Cosmos': 6259711.8592, 'Kusama': 33112.1621, 'Binance': 143633.3982, 'Ethereum': 68859299.40705834, 'Ethereum-staking': 15574304.7763, 'Polygon': 127205.60040000001, 'Solana': 62954.9829, 'staking': 15574304.7763, 'Polkadot': 2213943.424}",0.3308806169902283,-6.578301829733817,-4.617125550123589,15574304.7763,176720598.0,46589911.0,,,,
541,Ref Finance,-,REF,https://app.ref.finance,"Ref Finance is a core projects in the DeFi ecosystem on Near Protocol. Its main objective is to bring together the core components of DeFi, namely, decentralized exchange (DEX), lending protocol, synthetic asset issuer, and more",Near,https://icons.llama.fi/ref-finance.jpg,0,,ref-finance,,Dexes,['Near'],reffinance.js,finance_ref,,,ref-finance,73812638.765995,{'Near': 73812638.765995},-1.0598648937635176,-7.437362649230664,-12.159522546868587,,,0.0,,,,
151,DeversiFi,0xdddddd4301a082e62e84e43f474f044423921918,DVF,https://www.deversifi.com/,"DeversiFi gives traders ​the edge​ in fast moving decentralised finance (DeFi) markets by allowing them to ​trade at lightning speed​ and ​with deep aggregated liquidity​, directly from their privately owned cryptocurrency wallet.",Ethereum,https://icons.llama.fi/deversifi.jpg,2,,dvf,1057,Dexes,['Ethereum'],deversifi/index.js,deversifi,['https://www.deversifi.com/audit'],,deversifi,72515248.57736447,{'Ethereum': 72515248.57736447},-0.8309128216155415,-11.4385352221379,44.86620807296964,,1320936110.0,92465528.0,,,,
464,Beta Finance,0xbe1a001fe942f96eea22ba08783140b9dcc09d28,BETA,https://betafinance.org,"Beta Finance is the permissionless money market for borrowing, lending, and shorting crypto assets.",Ethereum,https://icons.llama.fi/beta-finance.jpg,2,,beta-finance,,Lending,['Ethereum'],betafinance/index.js,beta_finance,['https://betafinance.gitbook.io/betafinance/security-and-audits'],,beta-finance,71260239.42657256,{'Ethereum': 71260239.42657255},0.06417795922466496,-5.473149462382565,-3.637224921825677,,1156061942.0,184969911.0,,,,
830,Revest Finance,0x120a3879da835a5af037bb2d1456bebd6b54d4ba,RVST,https://revest.finance,"The Revest Protocol pioneers a revolutionary new use of NFTs as financial tools. Individual and project level users can deposit any ERC20 into our interactive FNFTs and set custom unlocking conditions (time, value, or contract based). This high level of composability fills many of the massive gaps in the crypto landscape ranging from something as simple as new KPI based token vesting for launching dev teams to truly game changing implications for derivative and borrowing/lending platforms",Ethereum,https://icons.llama.fi/revest-finance.jpg,2,,revest-finance,12230,Assets,['Ethereum'],revest/index.js,RevestFinance,['https://solidity.finance/audits/Revest'],"['Chainlink', 'TWAP']",revest-finance,70957640.0223773,{'Ethereum': 70957640.0223773},0.6995207502285012,-7.748242656432339,-10.40122397670342,,32192544.0,0.0,,1636669757.0,,
163,ForTube,0x1fcdce58959f536621d76f5b7ffb955baa5a672f,FOR,https://for.tube/,"Based on The Force Protocol, ForTube is committed to providing decentralized lending services for cryptoasset enthusiasts around the world.
",Multi-Chain,https://icons.llama.fi/fortube.jpg,4,,force-protocol,4118,Lending,"['Binance', 'Ethereum', 'OKExChain']",fortube/index.js,ForTubeFi,['https://for.tube/security'],,fortube,70307911.20005263,"{'Binance': 68714584.97463271, 'Ethereum': 1592452.153689611, 'OKExChain': 874.071842}",-0.15751429995160038,-4.78851425495705,-3.431708096206137,,74609669.0,42058815.0,,,,
316,SecretSwap,0x773258b03c730f84af10dfcb1bfaa7487558b8ac,SEFI,https://www.secretswap.io/,"SecretSwap is the first front-running resistant, cross-chain and privacy-first AMM - secured by Secret Network.",Secret,https://icons.llama.fi/secretswap.png,0,,sefi,9123,Dexes,['Secret'],secretswap.js,SecretNetwork,,,secretswap,70171098.39914872,{'Secret': 70171098.39914872},-0.3013257530502358,-14.274790221179998,-14.25177632023781,,,14613869.0,,,,
489,Moola Market,celo:0x17700282592D6917F6A73D0bF8AcCf4D578c131e,MOO,https://moola.market,"Moola Market is a DeFi lending platform that allows loans to anyone! It supports CELO, cUSD (Celo Dollar) and cEUR (Celo Euro!)",Celo,https://icons.llama.fi/moola-market.jpg,2,,moola-market,,Lending,['Celo'],moola/index.js,Moola_Market,['https://drive.google.com/file/d/1qd1h0dujnp4Xxrl68ZTIMzbt4aXzMWY7/view'],,moola-market,68350686.6224659,{'Celo': 68350686.6224659},-0.4238495376869764,-7.429721025025941,0.03858685844231502,,,0.0,,,,
157,88mph,0x8888801af4d980682e47f1a9036e589479e835c5,MPH,https://88mph.app/,Earn fixed-rate interest on your crypto.,Ethereum,https://icons.llama.fi/88mph.png,2,,88mph,7742,Yield,"['Avalanche', 'Ethereum', 'Polygon', 'Fantom']",88mph/index.js,88mphapp,['https://docs.88mph.app/main-products/security-and-audits#is-88mph-audited'],['Chainlink'],88mph,68034735.07754849,"{'Avalanche': 344.8195501423294, 'Ethereum': 60966449.460129425, 'Polygon': 4804.186168008378, 'Ethereum-staking': 3502747.3882531836, 'staking': 3502747.3882531836, 'Fantom': 7063136.611700919}",-0.07696838602683442,-4.3871640242369665,3.3741514685081455,3502747.3882531836,13390279.0,12830017.0,,,,
290,Penguin Finance,avax:0xe896CDeaAC9615145c0cA09C8Cd5C25bced6384c,PEFI,https://penguinfinance.org/,A third-generation yield farming project building on Avalanche,Avalanche,https://icons.llama.fi/penguin-finance.png,0,,penguin-finance,10818,Yield,['Avalanche'],penguin/index.js,penguin_defi,,,penguin-finance,66540260.18306918,"{'staking': 15893121.028226405, 'Avalanche': 66540260.18306918, 'Avalanche-staking': 15893121.028226405}",0.3931172156831195,-6.345396453187618,-22.67627104283673,15893121.028226405,28358754.0,25339080.0,,,,
514,Orion Money,0x727f064a78dc734d33eec18d5370aef32ffd46e4,ORION,https://orion.money,"Orion Money’s vision is to become a cross-chain stablecoin bank providing seamless and frictionless stablecoin saving, lending, and spending.",Ethereum,https://icons.llama.fi/orion-money.jpg,2,,orion-money,12115,Yield,['Ethereum'],orion-money/index.js,orion_money,['https://orion.money/security-and-audits'],,orion-money,66394280.41308674,{'Ethereum': 66394280.41308674},0.0049305452339183375,-0.5019122108004126,-6.372753346942673,,1055618475.0,40845813.0,,,,
259,Snowball,avax:0xc38f41a296a4493ff429f1238e030924a1542e50,SNOB,https://snowball.network,"Snowball Network is a multi protocol; first as an optimized yield farm of Pangolin Dex, additionally as Stable Coin Vault and Dex for near zero fee/zero slippage stable coin swaps.",Avalanche,https://icons.llama.fi/snowball.jpg,3,,snowball-token,9780,Yield,['Avalanche'],snowball/index.js,throwsnowballs,,,snowball,66144673.53144887,{'Avalanche': 66144673.53144887},-0.35564621315457146,-7.847161197818238,-23.118136698882907,,14612141.0,6372277.0,"['picklefinance', 'saddlefinance']",,,
275,SharedStake,0x84810bcf08744d5862b8181f12d17bfd57d3b078,SGT,https://www.sharedstake.org/,Liquid staking provider.,Ethereum,https://icons.llama.fi/sharedstake.jpg,2,,sharedstake-governance-token,8445,Staking,['Ethereum'],sharedstake/index.js,SharedStakeDAO,['https://www.certik.org/projects/sharedstake'],,sharedstake,66029261.88935398,"{'Ethereum': 66029261.88935398, 'pool2': 1274.4462990955578, 'Ethereum-pool2': 1274.4462990955578}",0.0,-6.635536430972763,-4.1417836776883235,,887159.0,222452.0,,,1274.4462990955578,
886,Position Exchange,bsc:0x5CA42204cDaa70d5c773946e69dE942b85CA6706,POSI,https://app.position.exchange/,"Position Exchange is a Decentralized Trading Protocol, powered by a vAMM and operating on Binance Smart Chain initially, aiming to bridge the gap between people and the cryptocurrency markets and enhance trading experiences.",Binance,https://icons.llama.fi/positionexchange.png,2,,position-token,11234,Dexes,['Binance'],positionexchange/index.js,PositionEx,['https://www.certik.org/projects/positionexchange'],,position-exchange,65925850.78651205,"{'Binance': 65925850.07732597, 'Binance-staking': 2433847.4309338913, 'Binance-Treasury': 36049.380377332585, 'Treasury': 36049.380377332585, 'staking': 2433847.4309338913}",-0.13239848178491798,133.31580535681616,,2433847.4309338913,420603982.0,69259237.0,,1637451430.0,,
802,SquidDao,0x21ad647b8f4fe333212e735bfc1f36b4941e6ad2,SQUID,https://squid.xyz,"SquidDAO is inspired by OlympusDAO and is an ETH-based DAO with the goal of stacking as much ETH as possible, via bonding and treasury management",Ethereum,https://icons.llama.fi/squiddao.jpg,0,,squid,13620,Assets,['Ethereum'],squid-dao/index.js,SquidDao,,,squiddao,65377583.11145991,"{'Ethereum': 65377583.11145991, 'Ethereum-staking': 88210749.38774867, 'staking': 88210749.38774867}",0.04801353619932058,-8.7083609554347,-11.017971167703493,88210749.38774867,,0.0,['Olympus DAO'],1636315439.0,,
213,OnX Finance,0xE0aD1806Fd3E7edF6FF52Fdb822432e847411033,ONX,https://onx.finance,"OnX Finance, the first DeFi hub for collateralized tokens.",Ethereum,https://icons.llama.fi/onx-finance.jpg,2,,onx-finance,8071,Lending,['Ethereum'],onx.js,OnXFinance,['https://onx-finance.gitbook.io/docs/audits-and-contracts'],,onx-finance,61605123.92976601,{'Ethereum': 61605123.92976601},-0.5935178791374653,-6.100586593689101,-3.839747424042443,,5748107.0,5733587.0,,,,
428,DinoSwap,polygon:0xaa9654becca45b5bdfa5ac646c939c62b527d394,DINO,https://dinoswap.exchange,"DinoSwap is a cross-chain infrastructure project that builds liquidity for layer-one blockchains, AMMs and partnering projects.",Polygon,https://icons.llama.fi/dinoswap.jpg,2,,dinoswap,10777,Dexes,['Polygon'],dinoswap/index.js,DinoSwapHQ,['https://www.certik.org/projects/dinoswap'],,dinoswap,61459796.96533558,{'Polygon': 61459796.965335585},-0.015252718804404708,-5.262025063295241,-5.652209979438638,,,8604354.0,,,,
338,Inverse Finance,0x41d5d79431a913c4ae7d69a668ecdfe5ff9dfb68,INV,https://inverse.finance/,"DeFi Summer was just the beginning. Meet Inverse, part of the new wave of decentralized banking & finance. From a capital-efficient money market, to tokenized synthetic assets, legacy finance is about to be invaded.",Ethereum,https://icons.llama.fi/inverse-finance.jpg,0,,inverse-finance,8720,Lending,['Ethereum'],inverse/index.js,InverseFinance,,,inverse-finance,61440544.65687703,{'Ethereum': 61440544.65687703},0.19792182733036157,-5.643445302907509,-16.672423692013723,,56952169.0,35904614.0,['Compound'],,,
346,Yieldly,algorand:226701642,YLDY,https://yieldly.finance/,"Yieldly is a suite of DeFi apps on the Algorand blockchain, including no-loss prize games, multi-asset staking, and cross-chain swapping.",Algorand,https://icons.llama.fi/yieldly.png,2,,yieldly,10820,Yield,['Algorand'],yieldly/index.js,yieldlyfinance,['https://github.com/HalbornSecurity/PublicReports/blob/master/Algorand%20Smart%20Contract%20Audit/Yieldly_Finance_Lottery_Algorand_Smart_Contract_Halborn_v1_1.pdf'],['Chainlink'],yieldly,59885238.325657,"{'Algorand': 59885238.325657, 'Algorand-staking': 50665335.611466, 'staking': 50665335.611466}",-1.0773116929937316,-5.306344771007133,-6.255554736391133,50665335.611466,159201309.0,54253293.0,,,,
221,Defi Swap,0xa0b73e1ff0b80914ab6fe0444e65848c4c34450b,CRO,https://crypto.com/defi/swap,Crypto.com DeFi Swap is a fork of Uniswap V2 designed to be the best place to swap and farm DeFi coins.,Ethereum,https://icons.llama.fi/defi-swap.jpg,2,,crypto-com-chain,1776,Dexes,['Ethereum'],defi-swap/index.js,cryptocom,['https://crypto.com/defi/swap-protocol-audit.pdf'],,defi-swap,58500848.01711735,{'Ethereum': 58500848.01711735},0.40819857876800825,-4.541116619781363,5.4555825231662425,,,18270310458.0,['UniSwap'],,,
